-33.85,3.99,-0.4384,0.0567,0.2352,zigzag
76.91,-37.4,-0.3253,0.5025,0.8638,zigzag
75.54,-81.93,-0.1777,0.0495,0.3657,zigzag
112.5,-113.95,0.0983,-0.3798,-0.4921,zigzag
114.83,-119.65,0.168,-0.4881,-0.9095,zigzag
109.12,-114.32,-0.1118,-0.062,-0.5163,zigzag
75.75,-84.11,-0.1925,-0.1516,-0.1319,zigzag
72.86,-37.38,-0.3385,0.1547,0.1481,zigzag
66.37,-22.65,-0.3962,0.2535,0.2858,zigzag
60.39,-10.66,-0.1754,0.1367,-0.0841,zigzag
56.26,-6.92,-0.1032,0.0921,-0.0903,zigzag
48.78,-0.14,0.0218,0.0192,-0.0852,zigzag
39.3,7.7,0.1461,-0.2231,0.0246,zigzag
30.52,16.65,0.0986,0.0991,0.0372,zigzag
20.91,19.58,0.1571,0.0117,0.2111,zigzag
13.15,20.81,0.184,-0.1267,0.2934,zigzag
8.77,22.38,0.216,-0.0209,0.2585,zigzag
6.07,20.99,0.3312,-0.1549,0.065,zigzag
1.76,19.89,0.3308,-0.1101,-0.2772,zigzag
-7.4,15.66,0.2808,-0.1541,-0.2969,zigzag
-18.13,11.83,-0.2445,0.0812,0.1337,zigzag
-25.06,10.79,-0.6343,0.3081,0.4615,zigzag
-23.18,13.5,-0.3652,0.1674,0.1282,zigzag
-18.94,15.35,-0.2518,0.0318,0.0815,zigzag
-13.82,16.73,0.1103,-0.1585,-0.1391,zigzag
68.66,-25.89,-0.2536,0.0976,0.5701,zigzag
71.26,-39.62,-0.0717,0.1927,0.15,zigzag
71.91,-64.03,0.1833,-0.371,-0.2423,zigzag
73.21,-70.65,0.1153,-0.3806,-0.5133,zigzag
75.03,-55.89,-0.1595,-0.1196,-0.3063,zigzag
72.57,-30.35,-0.3166,-0.1007,-0.0776,zigzag
65,-5.98,-0.4698,0.1162,0.1406,zigzag
58.46,6.36,-0.3305,0.1806,0.0205,zigzag
53.38,14.5,-0.2204,0.1068,-0.1239,zigzag
44.42,21.08,-0.114,0.1052,-0.1719,zigzag
32.25,24.33,0.0054,-0.0166,0.0064,zigzag
21.02,28.28,0.0859,-0.018,0.1209,zigzag
8.39,30.73,0.2114,0.0278,0.2376,zigzag
-2.88,32.94,0.1958,0.0899,0.2701,zigzag
-11.38,31.09,0.1508,0.0804,0.3901,zigzag
-15.23,30.19,0.2913,-0.0524,0.2633,zigzag
-18.2,27.81,0.3789,-0.0535,0.1102,zigzag
-22.12,22.68,0.2307,0.0482,0.0305,zigzag
-26.42,15.87,-0.1152,0.114,0.0599,zigzag
-30.8,10.41,-0.5372,0.2662,0.1175,zigzag
-29.87,8.72,-0.4533,0.0648,-0.0009,zigzag
-26.14,12.91,-0.367,-0.0317,-0.0773,zigzag
-20.46,17.13,0.0189,-0.1451,-0.1186,zigzag
-16.76,20.18,0.4603,-0.252,-0.2943,zigzag
64.68,-0.58,-0.0649,0.2132,0.0897,zigzag
69.92,-26.39,0.0401,-0.2697,-0.2843,zigzag
71.84,-39.04,0.3632,-1.0465,-0.6466,zigzag
72.34,-12.4,-0.1384,-0.076,-0.5114,zigzag
64.65,2.12,-0.4578,-0.0581,0.1214,zigzag
55.06,14.26,-0.5512,0.0175,0.3911,zigzag
50.27,28.54,-0.2462,0.0766,-0.1138,zigzag
45.61,38.23,-0.1898,0.1035,-0.2987,zigzag
38.73,43.62,0.0244,-0.0008,-0.1989,zigzag
29.89,47.9,0.09,-0.026,-0.0357,zigzag
21.61,50.26,0.1275,-0.1011,0.0642,zigzag
11.43,56,0.0922,-0.0725,0.1257,zigzag
0.6,63.12,-0.0638,0.2161,0.0754,zigzag
-5.72,61.86,0.0108,0.1864,0.1064,zigzag
-12.19,61.39,0.075,0.0931,0.2226,zigzag
-17.13,62.36,0.1071,0.1561,0.0593,zigzag
-20.38,59.95,0.196,-0.0036,0.056,zigzag
-24.63,56.17,0.4239,-0.2717,-0.0937,zigzag
-34.01,57.88,0.138,-0.0476,0.0556,zigzag
-43.62,52.82,-0.4702,0.354,0.1076,zigzag
-45.06,44.55,-0.5701,0.3153,0.0314,zigzag
-42.74,44.56,-0.3411,0.0286,0.0253,zigzag
-39.18,49.65,-0.163,-0.0322,-0.0184,zigzag
-35.25,50.84,0.3139,-0.2296,-0.0892,zigzag
75.43,-79.98,-0.022,0.0312,-0.1267,zigzag
109.08,-108,0.2305,-0.5162,-0.7454,zigzag
78.01,-70.06,-0.2854,-0.1439,-0.1696,zigzag
74.72,-29.67,-0.4415,0.2257,0.3612,zigzag
70.34,-17.49,-0.143,0.0645,0.3576,zigzag
69.67,-11.61,-0.0535,0.0161,0.0404,zigzag
68.47,-8.99,-0.1092,-0.0512,-0.1092,zigzag
65.37,-1.9,-0.1141,0.0557,-0.2001,zigzag
60.03,3.53,-0.1564,-0.0307,-0.2065,zigzag
52.82,10.62,-0.1842,-0.2117,-0.2014,zigzag
40.73,21.54,-0.0656,-0.0195,-0.1184,zigzag
26.7,26.5,-0.0142,0.083,0.0539,zigzag
14.04,24.62,0.0615,-0.0571,0.3041,zigzag
6.01,25.86,0.0662,0.1102,0.3083,zigzag
-0.18,26.33,0.1685,0.1129,0.2077,zigzag
-4.06,26.78,0.319,0.0738,0.0902,zigzag
-7.27,27.74,0.3973,0.0301,-0.1505,zigzag
-13.76,25.56,0.418,-0.0485,-0.3544,zigzag
-26.24,17.76,-0.3264,0.1291,0.1722,zigzag
-32.72,10.91,-0.7235,0.0484,0.5139,zigzag
-31.6,14.17,-0.3315,-0.1678,0.1613,zigzag
-26.64,20.81,-0.1733,0.0336,-0.0302,zigzag
-21.9,22.5,0.1352,-0.2331,-0.1258,zigzag
-20.44,26.05,0.3997,-0.2126,-0.3465,zigzag
75.44,-49.11,-0.1567,-0.2971,-0.1984,zigzag
69.24,-4.4,-0.574,0.0291,0.2053,zigzag
63.54,7.54,-0.5944,0.3857,0.4722,zigzag
63.4,8.23,-0.3634,-0.019,0.0869,zigzag
62.01,12.32,-0.2628,0.0756,-0.2661,zigzag
55.38,12.84,-0.1763,0.1166,-0.3226,zigzag
45.65,14.3,-0.0706,-0.0686,-0.2558,zigzag
30.25,22.17,0.0024,-0.2601,-0.1105,zigzag
14.11,31.21,0.0823,0.2166,0.1595,zigzag
3.23,31.87,0.2207,0.2761,0.375,zigzag
-5.46,28.4,0.1407,0.0889,0.5262,zigzag
-9.73,27.61,0.1011,0.0885,0.3365,zigzag
-11.31,26.6,0.2364,-0.081,0.0992,zigzag
-13.89,26.2,0.3764,-0.081,-0.2145,zigzag
-20.65,22.53,0.3662,-0.08,-0.3538,zigzag
-32.37,16.43,-0.5655,0.293,0.2338,zigzag
-35.08,11.1,-0.6979,0.0611,0.4104,zigzag
-31.53,18.38,-0.3937,0.01,0.1342,zigzag
-25.8,23.9,-0.0177,-0.1622,0.026,zigzag
-21.99,28.09,0.3693,-0.2109,-0.175,zigzag
-20.85,27.29,0.4661,-0.2261,-0.353,zigzag
-26.34,23.97,0.3892,-0.3055,-0.3367,zigzag
-36.26,21.83,-0.0782,-0.1296,-0.1015,zigzag
-42.85,18.88,-0.6818,0.4677,0.2377,zigzag
72.07,-86.73,0.1987,-0.5556,-0.5119,zigzag
74.23,-88.84,0.2852,-0.6673,-0.9093,zigzag
78.48,-44.77,-0.212,-0.0736,-0.3845,zigzag
70.94,-10.84,-0.6007,0.0208,0.1881,zigzag
61.25,-0.54,-0.6499,0.1452,0.5124,zigzag
57.18,6.03,-0.3359,0.0089,-0.0593,zigzag
52.27,12.86,-0.2274,0.0433,-0.2934,zigzag
43.1,18.05,-0.0961,-0.0827,-0.3226,zigzag
30.25,23.99,-0.0053,-0.1501,-0.2,zigzag
17.27,30.83,-0.0371,-0.0289,0.0504,zigzag
2.29,34.91,0.0478,0.1319,0.2945,zigzag
-9.44,35.83,-0.0521,0.4289,0.4189,zigzag
-15.31,33.16,0.0303,0.2999,0.4536,zigzag
-19.05,32.67,0.28,-0.0291,0.3184,zigzag
-21.23,33.15,0.3554,0.0236,0.1276,zigzag
-27.73,24.48,0.3728,-0.0494,-0.2868,zigzag
-37.23,14.06,-0.6708,0.2769,0.2742,zigzag
-39.17,6.84,-0.5798,-0.0924,0.1942,zigzag
-36.47,14.2,-0.5467,0.0616,0.0656,zigzag
-30.18,20.63,-0.1567,-0.159,-0.0203,zigzag
-24.86,26.42,0.3978,-0.3612,-0.2581,zigzag
-23.71,29.09,0.5136,-0.2484,-0.3392,zigzag
-27.7,26,0.4195,-0.2681,-0.2916,zigzag
-36.77,18.73,0.1313,-0.13,-0.1081,zigzag
71.39,-23.51,-0.0626,0.1204,0.2144,zigzag
74.76,-51.23,0.0831,-0.0761,-0.1563,zigzag
75.61,-71.69,0.2788,-0.6187,-0.5736,zigzag
78.89,-48.2,-0.0301,-0.1772,-0.556,zigzag
74.48,-8.35,-0.2611,-0.0664,-0.1258,zigzag
65.58,7.45,-0.326,-0.0327,0.2843,zigzag
57.85,21.98,-0.3068,0.0881,0.0928,zigzag
53.04,31.51,-0.1166,0.0263,-0.0767,zigzag
48.43,36.09,-0.092,-0.0072,-0.0594,zigzag
42.28,38.79,-0.1209,-0.055,-0.0931,zigzag
25.78,44.65,-0.0416,-0.0191,0.0053,zigzag
15.68,48.26,0.017,0.1813,-0.0163,zigzag
6.89,46.62,0.1114,-0.0408,-0.0051,zigzag
-2.04,46.84,0.1154,0.1605,-0.0384,zigzag
-7.98,42.47,0.2484,0.2136,0.0633,zigzag
-14.28,35.04,0.5303,-0.2235,0.0506,zigzag
-24.54,32.95,0.3729,-0.1015,-0.0898,zigzag
-34.64,25.79,-0.5336,0.3728,0.3631,zigzag
-37.4,17.79,-0.6965,-0.0085,0.4289,zigzag
-33.74,25.77,-0.1292,0.0512,0.0837,zigzag
-29.85,29.28,0.16,-0.0432,-0.0755,zigzag
-27.37,30.59,0.3967,-0.1329,-0.2238,zigzag
-28.93,30.45,0.3903,-0.117,-0.3215,zigzag
-35.91,26.51,0.0401,-0.0364,-0.1052,zigzag
71.76,-72.7,0.3835,-0.5513,-0.5592,zigzag
74.84,-73.56,0.2362,-0.4366,-0.8435,zigzag
77.19,-35.25,-0.3034,-0.0124,-0.3743,zigzag
69.8,-10.7,-0.6989,0.0078,0.2299,zigzag
61.36,-1.43,-0.5499,0.0275,0.3999,zigzag
58.23,10.01,-0.2386,0.0811,-0.0885,zigzag
54.79,15.35,-0.117,-0.0948,-0.2135,zigzag
46.36,23.4,-0.0092,-0.0518,-0.33,zigzag
32.58,27.88,0.0336,-0.0238,-0.0989,zigzag
18.81,31.79,0.0301,-0.0179,0.0831,zigzag
3.13,36.26,-0.038,0.1209,0.0064,zigzag
-9.73,37.56,0.0073,0.2662,0.2703,zigzag
-17.99,34.86,0.049,0.1141,0.3572,zigzag
-24.18,30.16,0.0649,0.0729,0.2622,zigzag
-24.51,29.35,0.2863,-0.0969,0.0535,zigzag
-26.39,30.08,0.3294,-0.0604,-0.1053,zigzag
-30.72,25.17,0.3459,-0.0836,-0.222,zigzag
-40.07,19.76,-0.4521,0.0284,0.1898,zigzag
-42.79,17.56,-0.6781,0.25,0.1584,zigzag
-40.35,22.95,-0.4914,0.0479,0.1132,zigzag
-33.87,28.99,0.0046,-0.1601,0.0129,zigzag
-30.32,33.86,0.4158,-0.2897,-0.1798,zigzag
-29.66,35.91,0.4932,-0.273,-0.2487,zigzag
-33.94,33.88,0.3631,-0.2082,-0.2619,zigzag
74.84,-29.66,0.1599,-0.0617,-0.1002,zigzag
77.41,-54.19,0.4822,-0.7769,-0.5739,zigzag
79.82,-22.92,-0.0396,-0.1151,-0.5109,zigzag
75.2,3.94,-0.2269,-0.1065,-0.1689,zigzag
64.92,17.84,-0.3746,-0.0596,0.3056,zigzag
56.96,31.19,-0.348,0.0463,0.1373,zigzag
53.36,41.27,-0.2092,0.0251,-0.1093,zigzag
48.42,49.25,-0.2142,0.036,-0.1929,zigzag
40.96,50.04,-0.0843,-0.0921,-0.2163,zigzag
31.23,48.07,0.0787,-0.1771,-0.1704,zigzag
15.83,47.34,0.0469,-0.1693,-0.1688,zigzag
-1.44,48.49,-0.0419,0.1358,0.0865,zigzag
-14.53,49.32,-0.1013,0.3087,0.2952,zigzag
-21.25,51.48,-0.1789,0.4783,0.38,zigzag
-22.74,50.69,0.0867,0.1613,0.3448,zigzag
-21.78,50.41,0.2811,0.0218,0.1661,zigzag
-20.74,47.65,0.3837,-0.0592,-0.0465,zigzag
-22.76,42.21,0.3768,-0.1289,-0.1943,zigzag
-29.89,32.37,-0.3055,0.0614,0.151,zigzag
-32.4,27.11,-0.7526,0.1347,0.2642,zigzag
-30.11,32.53,-0.3201,0.0482,0.0625,zigzag
-26.08,37.08,0.1192,-0.085,-0.1264,zigzag
-23.97,38.76,0.3935,-0.2192,-0.2436,zigzag
-25.62,38.69,0.3942,-0.2098,-0.238,zigzag
110.83,-90.75,0.3281,-0.6639,-0.8946,zigzag
75.9,-77.41,-0.1466,-0.1074,-0.3937,zigzag
77.16,-38.81,-0.5869,0.0504,0.1242,zigzag
70.13,-14.36,-0.6888,0.2023,0.3662,zigzag
62.16,1.11,-0.4677,-0.1522,-0.1892,zigzag
51.17,21.96,-0.2067,-0.056,-0.2977,zigzag
38.44,36,-0.0384,-0.1917,-0.2673,zigzag
19.33,48.61,-0.1083,0.1984,-0.0268,zigzag
1.72,52.16,0.0167,0.3214,0.0853,zigzag
-11.19,52.19,0.0368,0.3057,0.194,zigzag
-21.17,48.13,-0.0876,0.5023,0.3208,zigzag
-24.85,41.14,0.1475,0.0321,0.4204,zigzag
-26.06,38.91,0.3074,0.0141,0.2166,zigzag
-27.9,33.88,0.4824,-0.1357,-0.0834,zigzag
-34.74,29.09,0.1182,-0.0045,-0.0529,zigzag
-42.06,25.22,-0.8881,0.3149,0.3107,zigzag
-41.24,27.76,-0.5982,-0.0061,0.0833,zigzag
-35.27,34.13,-0.1475,-0.0704,-0.0162,zigzag
-29.15,37.39,0.3878,-0.3098,-0.1752,zigzag
-27.94,39.9,0.5469,-0.2913,-0.2906,zigzag
-32.07,38.67,0.4445,-0.2066,-0.3011,zigzag
-41.33,33.45,-0.201,0.0212,0.0447,zigzag
-45.05,26.16,-0.5238,0.2353,0.1893,zigzag
-43.64,24.36,-0.257,-0.0097,0.2678,zigzag
69.01,-87.17,0.3536,-0.8284,-0.7442,zigzag
74.42,-72.37,0.035,-0.5081,-0.5541,zigzag
76.9,-18.77,-0.4335,-0.0299,-0.1209,zigzag
68.27,7.18,-0.753,0.5124,0.5458,zigzag
63.82,6,-0.4335,0.0345,0.1853,zigzag
59.35,9.08,-0.211,0.2009,-0.2224,zigzag
52.29,7.64,-0.0668,-0.1322,-0.258,zigzag
41.57,16.1,0.0228,-0.1724,-0.174,zigzag
30.44,25.35,0.1103,-0.1025,-0.0316,zigzag
16.31,33.09,0.0029,0.2143,0.0727,zigzag
4.36,33.77,-0.0067,0.2248,0.2916,zigzag
-2.51,33.26,0.0772,0.1461,0.4025,zigzag
-7.12,31.97,0.3243,-0.1531,0.3101,zigzag
-10.98,28.98,0.4226,-0.1722,0.0012,zigzag
-15.91,22.65,0.4074,-0.1534,-0.2329,zigzag
-25.88,14.65,-0.3818,0.17,0.2011,zigzag
-31.37,10.47,-0.8701,0.1699,0.3751,zigzag
-29.42,15.17,-0.6457,0.221,0.1531,zigzag
-22.62,17.83,-0.0378,-0.1384,-0.0482,zigzag
-16.91,21.62,0.4937,-0.3406,-0.3646,zigzag
-16.41,25.07,0.5026,-0.2432,-0.5141,zigzag
-21.75,22.15,0.4149,-0.2554,-0.3665,zigzag
-31.1,18.05,-0.466,0.1025,0.4982,zigzag
-30.87,18.25,-0.6463,0.1926,0.6296,zigzag
74.17,-28.54,-0.0062,-0.072,-0.1033,zigzag
74.36,-61.63,0.4241,-0.9294,-0.5798,zigzag
77.38,-48.96,0.0943,-0.3732,-0.5875,zigzag
76.3,-14.01,-0.1817,-0.221,-0.1497,zigzag
68.19,10.97,-0.4506,0.0518,0.3403,zigzag
62.05,18.51,-0.446,0.1721,0.2572,zigzag
57.38,23.55,-0.2972,0.0521,-0.1811,zigzag
50.53,26.04,-0.2667,0.0512,-0.3231,zigzag
41.79,25.34,-0.1839,0.0256,-0.3033,zigzag
28.32,26.07,-0.0269,-0.0825,-0.1677,zigzag
11.41,33.2,-0.0095,-0.1271,0.0139,zigzag
-2.52,40.05,-0.0203,0.3804,0.2447,zigzag
-12.46,39.29,-0.0018,0.4163,0.5303,zigzag
-16.82,37.2,0.15,0.1114,0.4738,zigzag
-18.89,34.6,0.2934,-0.1619,0.2286,zigzag
-21.35,31.36,0.326,-0.2075,-0.0085,zigzag
-26.53,24.62,0.3645,-0.1324,-0.1815,zigzag
-34.62,14.93,-0.4298,0.1945,0.2431,zigzag
-37.46,10.86,-0.7281,0.124,0.3218,zigzag
-35.57,18.64,-0.3865,0.1701,0.0515,zigzag
-30.87,23.34,0.092,-0.088,-0.1215,zigzag
-28.23,26.81,0.3723,-0.1915,-0.2519,zigzag
-28.65,28,0.4556,-0.203,-0.3461,zigzag
-33.68,23.79,0.3588,-0.0869,-0.2098,zigzag
83.39,-37.23,-0.3673,-0.1838,-0.106,zigzag
73.7,11.33,-1.1199,0.5568,0.5697,zigzag
67.35,-1.84,-0.7868,0.2016,-0.0069,zigzag
59.8,-10.32,-0.2598,0.1263,-0.286,zigzag
50.16,-6.01,0.0762,-0.2679,-0.3353,zigzag
13.03,35.56,-0.1301,0.0812,0.1828,zigzag
-0.56,40.42,-0.1846,0.7116,0.6257,zigzag
-9.1,38.27,0.0897,0.1856,0.5203,zigzag
-12.95,36.07,0.3708,0.0223,0.3004,zigzag
-15.84,32.85,0.5164,-0.2331,0.004,zigzag
-22.54,26.97,0.4401,-0.0759,-0.189,zigzag
-33.43,16.44,-0.5482,0.1171,0.2923,zigzag
-37.5,13.84,-0.8856,0.2451,0.1767,zigzag
-35.2,18.72,-0.6092,0.1121,0.0366,zigzag
-28.97,22.89,-0.0302,-0.1719,-0.1021,zigzag
-24.2,27.01,0.5323,-0.3168,-0.341,zigzag
-23.17,27.47,0.6574,-0.226,-0.3784,zigzag
-27.97,22.81,0.5117,-0.2799,-0.2816,zigzag
-38.85,16.1,-0.3736,0.0256,0.2351,zigzag
-42.21,12.86,-0.8907,0.2235,0.4252,zigzag
-34.81,18.4,-0.4873,-0.0191,0.4724,zigzag
-17.79,25.86,-0.3591,0.411,0.5524,zigzag
5.22,24.42,-0.3068,0.1335,0.3519,zigzag
27.7,20.21,-0.3468,0.0729,0.0882,zigzag
83.24,-38.97,-0.3474,-0.3245,-0.2995,zigzag
70.52,14.76,-0.8596,-0.1091,0.3469,zigzag
59.11,23.98,-0.6795,0.3366,0.0534,zigzag
52.33,24.77,-0.3594,0.0804,-0.176,zigzag
41.68,28.73,-0.2403,0.1789,-0.2312,zigzag
30.18,29.2,-0.0313,0.0747,-0.124,zigzag
19.95,30.62,0.1364,-0.1477,0.0444,zigzag
4.9,38.43,0.1851,-0.0903,0.1284,zigzag
-9.02,43.16,-0.0578,0.5487,0.4312,zigzag
-14.47,38.77,-0.0432,0.3609,0.4813,zigzag
-16.57,34.42,0.2449,-0.0906,0.3311,zigzag
-18.53,32.51,0.4687,-0.2473,0.1004,zigzag
-22.12,29.62,0.4753,-0.247,-0.1156,zigzag
-30.08,20.62,-0.0373,-0.0447,0.0911,zigzag
-35.25,18.44,-1.0565,0.3791,0.3725,zigzag
-32.52,24.79,-0.4342,0.2891,0.0642,zigzag
-27.3,25.66,0.0118,-0.1488,-0.0969,zigzag
-22.79,28.59,0.4233,-0.3125,-0.2889,zigzag
-22.79,27.97,0.4744,-0.3494,-0.3919,zigzag
-27.51,25.88,0.4171,-0.2343,-0.2628,zigzag
-37.06,20.72,-0.2934,-0.0142,0.1369,zigzag
-39.23,19.58,-0.8427,0.5024,0.3275,zigzag
-31.17,23.38,-0.3643,0.1397,0.43,zigzag
-18.63,30.13,-0.2231,0.2999,0.377,zigzag
80.23,-63.73,-0.2901,-0.095,-0.1771,zigzag
75.56,-11.81,-0.7939,0.0557,0.3387,zigzag
67.58,0.02,-0.6082,0.1588,0.0631,zigzag
61.37,5.25,-0.4743,0.0854,-0.1578,zigzag
52.28,14.11,-0.2823,0.0277,-0.239,zigzag
39.37,26.4,-0.0795,-0.2121,-0.2573,zigzag
23.11,42.14,-0.0102,-0.1945,-0.2135,zigzag
-0.34,60.19,-0.1748,0.5966,0.0062,zigzag
-16.08,61.63,-0.0496,0.6706,0.4752,zigzag
-22.3,57.73,-0.0307,0.6655,0.4538,zigzag
-23.34,45.51,0.1879,0.1322,0.2423,zigzag
-24.09,36.73,0.1668,-0.0867,0.2576,zigzag
-24.71,30.77,0.2817,-0.2318,0.0407,zigzag
-26.48,26.89,0.3566,-0.1661,-0.155,zigzag
-32.11,20.76,0.0708,0.0181,-0.1317,zigzag
-38.81,15.96,-0.9202,0.255,0.2692,zigzag
-39.16,21.46,-0.6184,0.1103,0.0172,zigzag
-34.59,28.84,-0.1192,-0.0324,-0.0468,zigzag
-29.9,32.93,0.4324,-0.2686,-0.1644,zigzag
-29.27,35.01,0.5864,-0.2597,-0.2791,zigzag
-33.34,33.74,0.4357,-0.1591,-0.2564,zigzag
-42.03,26.04,-0.1668,0.046,0.0574,zigzag
-43.92,16.65,-0.7878,0.3548,0.285,zigzag
-37.67,16.66,-0.6038,-0.126,0.4776,zigzag
74.44,-60.69,0.3999,-0.6275,-0.5102,zigzag
76.67,-48.64,0.1853,-0.4096,-0.502,zigzag
75.94,-12.94,-0.1669,-0.1116,-0.1782,zigzag
68.1,8.61,-0.5118,-0.0104,0.2894,zigzag
62.33,18.26,-0.4926,0.1436,0.2176,zigzag
58.6,24.8,-0.2895,0.0364,-0.0849,zigzag
53.92,30.63,-0.2757,0.0656,-0.2381,zigzag
47.74,32.41,-0.1231,0.0594,-0.1933,zigzag
37.67,34.12,0.015,-0.038,-0.1417,zigzag
24.2,38.2,0.1209,-0.1475,-0.038,zigzag
9.6,44.48,0.0904,0.2465,0.2563,zigzag
1.31,42.7,0.1409,0.2593,0.2781,zigzag
-4.34,38.94,0.2149,0.2252,0.3353,zigzag
-7.74,33.78,0.3144,-0.2167,0.156,zigzag
-11.43,31.82,0.3432,-0.2205,-0.0977,zigzag
-18.51,28.16,0.2186,-0.0466,-0.1246,zigzag
-27.45,21.58,-0.3961,0.1508,0.2598,zigzag
-30.87,19.12,-0.7856,0.2763,0.3417,zigzag
-27.61,22.4,-0.2905,0.0883,0.0729,zigzag
-22.85,24.9,0.1407,-0.0894,-0.1279,zigzag
-20.19,25.79,0.4411,-0.2464,-0.2731,zigzag
-22.13,26.97,0.4241,-0.2471,-0.3103,zigzag
-29.24,27.52,0.1076,-0.0726,-0.1022,zigzag
-36,27.74,-0.5717,0.3773,0.2036,zigzag
72.63,-55.37,0.4719,-0.7082,-0.5607,zigzag
73.59,-31.44,-0.0061,-0.1115,-0.3524,zigzag
69.5,-10.69,-0.3935,0.0231,0.1535,zigzag
63,1.57,-0.5168,0.2111,0.3044,zigzag
59.59,7.02,-0.3435,0.1126,-0.1064,zigzag
56.19,7.91,-0.2524,0.1066,-0.207,zigzag
49.79,7.69,-0.1851,-0.0969,-0.3392,zigzag
38.37,14.7,-0.0054,-0.234,-0.3256,zigzag
24.47,24.33,0.02,-0.1005,-0.1469,zigzag
8.49,30.15,0.024,0.2781,0.299,zigzag
-2.24,29.96,0.0651,0.2556,0.582,zigzag
-7.64,28.59,0.2286,0.0296,0.4473,zigzag
-9.77,26.46,0.3475,-0.1511,0.2252,zigzag
-12.89,23.15,0.3701,-0.0642,-0.1579,zigzag
-20.17,16.25,-0.0487,0.0572,0.0206,zigzag
-25.6,12.88,-0.8127,0.2897,0.3485,zigzag
-24.47,16.24,-0.5394,0.0936,0.1529,zigzag
-18.91,21.82,0.0743,-0.1097,-0.1009,zigzag
-15.34,24.43,0.434,-0.1842,-0.291,zigzag
-16.16,22.67,0.4212,-0.2119,-0.343,zigzag
-22.32,17.22,0.1373,-0.1867,-0.1036,zigzag
-28.86,13.41,-0.4769,0.1239,0.32,zigzag
-28.08,13.6,-0.5797,0.1931,0.4172,zigzag
-19.64,20.85,-0.207,0.1436,0.4293,zigzag
71.94,-54.96,0.4686,-0.8542,-0.5397,zigzag
74.23,-43.92,0.16,-0.3874,-0.664,zigzag
72.76,-17.22,-0.211,-0.1296,-0.2783,zigzag
63.61,4.01,-0.4645,-0.128,0.1593,zigzag
53.74,17.37,-0.6103,0.126,0.0192,zigzag
43.58,26.21,-0.4201,0.0339,-0.2414,zigzag
32.29,33.47,-0.2493,-0.095,-0.3892,zigzag
19.14,39.12,-0.1331,-0.1462,-0.2291,zigzag
0.34,45.7,-0.118,0.1993,-0.0529,zigzag
-16.41,46.06,-0.1286,0.2902,0.2963,zigzag
-27.73,48.25,-0.2121,0.4549,0.4481,zigzag
