0.390444444,0.203555556,-0.350233333,0.094466667,0.0558,rocket
0.416722222,0.460666667,-0.367133333,0.0694,-0.038233333,rocket
0.601444444,0.685111111,-0.253733333,-0.041066667,-0.063733333,rocket
0.601444444,0.685111111,-0.253733333,-0.041066667,-0.063733333,rocket
0.660055556,0.810388889,0.0174,-0.014066667,-0.191433333,rocket
0.670555556,0.810833333,0.044,0.001733333,-0.163833333,rocket
0.662111111,0.778666667,0.0305,0.018733333,-0.1097,rocket
0.645388889,0.743666667,0.025766667,0.041166667,-0.069633333,rocket
0.620277778,0.711,0.0219,-0.0048,-0.041433333,rocket
0.594,0.643,-0.059233333,-0.000333333,-0.065833333,rocket
0.421388889,0.474833333,-0.167533333,-0.0244,-0.108266667,rocket
0.378833333,0.218055556,-0.271666667,-0.0458,-0.127233333,rocket
0.286166667,0.153111111,-0.259666667,-0.008033333,-0.1177,rocket
0.205611111,0.193055556,-0.1432,-0.020733333,-0.0649,rocket
0.123333333,0.280444444,-0.0891,0.062166667,0.0745,rocket
0.029777778,0.338166667,-0.1485,-0.048066667,0.243133333,rocket
-0.079111111,0.369555556,-0.0502,0.062033333,0.102033333,rocket
-0.173055556,0.364777778,-0.083633333,0.137066667,0.126766667,rocket
-0.252944444,0.332833333,-0.0215,0.187166667,-0.0133,rocket
-0.310722222,0.249555556,0.0023,0.069833333,0.036033333,rocket
-0.351777778,0.233166667,-0.0169,0.049533333,0.0749,rocket
-0.384666667,0.276277778,-0.0351,0.1382,-0.022533333,rocket
-0.384333333,0.278388889,-0.016266667,0.1029,-0.035533333,rocket
-0.379611111,0.274055556,-0.000866667,0.042166667,-0.013466667,rocket
0.453,0.340388889,-0.272566667,0,-0.052633333,rocket
0.565944444,0.594555556,-0.123366667,-0.060766667,-0.065166667,rocket
0.599166667,0.654222222,-0.0413,-0.0077,-0.097533333,rocket
0.635222222,0.686888889,0.006833333,0.0381,-0.1055,rocket
0.658944444,0.700611111,0.0333,0.062366667,-0.1037,rocket
0.665222222,0.692333333,0.043166667,0.047633333,-0.089733333,rocket
0.658,0.677888889,0.022266667,0.057,-0.065266667,rocket
0.637055556,0.650444444,0.001933333,0.011366667,-0.048033333,rocket
0.610333333,0.6045,-0.039733333,0.025333333,-0.0567,rocket
0.583666667,0.531777778,-0.090533333,0.0211,-0.0768,rocket
0.433888889,0.328166667,-0.135833333,0.011433333,-0.0721,rocket
0.402111111,0.117055556,-0.182266667,0.010166667,-0.091466667,rocket
0.348277778,0.065611111,-0.196633333,0.0037,-0.032566667,rocket
0.290277778,0.055666667,-0.1123,0.002433333,0.101633333,rocket
0.246055556,0.043833333,0.0168,-0.163833333,0.259333333,rocket
0.246055556,0.043833333,0.0168,-0.163833333,0.259333333,rocket
0.1505,0.165277778,-0.019933333,-0.0875,-0.0419,rocket
0.0495,0.2375,-0.031833333,-0.0805,-0.0381,rocket
-0.068277778,0.283777778,0.055733333,-0.0913,0.003966667,rocket
-0.159833333,0.294555556,0.030466667,0.1068,0.142166667,rocket
-0.249055556,0.282277778,-0.021833333,0.123633333,0.028433333,rocket
-0.319944444,0.211,-0.024533333,0.002433333,0.0685,rocket
-0.371722222,0.165666667,-0.1422,0.053166667,0.0439,rocket
-0.388555556,0.125111111,-0.1032,0.131033333,-0.045433333,rocket
0.383277778,0.147611111,-0.252333333,0.030166667,0.0167,rocket
0.412,0.378388889,-0.298966667,-0.025866667,-0.023233333,rocket
0.617388889,0.592333333,-0.239866667,0.011933333,-0.0923,rocket
0.647944444,0.653833333,-0.104366667,-0.047866667,-0.1286,rocket
0.671222222,0.681611111,-0.0348,0.027333333,-0.131666667,rocket
0.679777778,0.695888889,0.030833333,0.025,-0.120433333,rocket
0.680222222,0.691611111,0.0449,0.003966667,-0.0902,rocket
0.673333333,0.678555556,0.024033333,0.027233333,-0.072,rocket
0.656944444,0.651,-0.019733333,0.0371,-0.070433333,rocket
0.628444444,0.590944444,-0.1002,0.016833333,-0.080333333,rocket
0.396722222,0.469388889,-0.1569,-0.001233333,-0.063933333,rocket
0.393833333,0.246277778,-0.178766667,-0.0487,-0.0677,rocket
0.335944444,0.151611111,-0.222166667,0.0113,-0.068066667,rocket
